account id,product code,opening date,reporting period,period balance,£ withdrawal,£ receipt,£ internal transfer,interest rate,account tenure (months)
P003-2024-01-0022,P003,2024-01-22,2025-08,1766.14,68.63,120.42,2.8,0.03255,20
P003-2024-01-0022,P003,2024-01-22,2025-09,1735.65,103.17,87.42,14.75,0.02643,21
P003-2024-01-0025,P003,2024-01-27,2025-07,3127.21,208.23,118.83,90.65,0.0324,19
P003-2024-01-0025,P003,2024-01-27,2025-08,2892.96,366.12,181.37,49.5,0.0328,20
P003-2024-01-0025,P003,2024-01-27,2025-09,2670.63,247.3,83.69,58.72,0.03191,21
P003-2024-01-0027,P003,2024-01-25,2025-07,4274.59,390.82,197.09,41.08,0.02938,19
P003-2024-01-0027,P003,2024-01-25,2025-08,4008.39,338.79,156.16,83.57,0.03322,20
P003-2024-01-0030,P003,2024-01-01,2025-07,5008.45,180.57,29.68,101.4,0.03157,19
P003-2024-01-0031,P003,2024-01-08,2025-07,3105.3,248.7,96.53,4.87,0.02909,19
P003-2024-01-0031,P003,2024-01-08,2025-08,3096.92,168.68,166.69,6.38,0.03091,20
P003-2024-01-0031,P003,2024-01-08,2025-09,3124.62,126.32,240.12,86.1,0.0291,21
P003-2024-01-0032,P003,2024-01-25,2025-07,4260.92,381.34,223.06,10.66,0.02887,19
P003-2024-01-0032,P003,2024-01-25,2025-08,4085.89,312.71,200.05,62.38,0.02502,20
P003-2024-01-0032,P003,2024-01-25,2025-09,3807.7,439.47,161.28,0.0,0.03103,21
P003-2024-01-0034,P003,2024-01-08,2025-07,1249.32,0.26,68.55,21.13,0.02836,19
P003-2024-01-0034,P003,2024-01-08,2025-08,1173.59,72.79,21.71,24.65,0.03265,20
P003-2024-01-0034,P003,2024-01-08,2025-09,1115.92,107.96,66.98,16.7,0.02252,21
P003-2024-02-0000,P003,2024-02-26,2025-07,6295.68,201.63,0.0,98.06,0.02987,18
P003-2024-02-0000,P003,2024-02-26,2025-08,6483.89,209.09,413.81,16.5,0.03315,19
P003-2024-02-0000,P003,2024-02-26,2025-09,5924.24,615.98,188.41,132.08,0.03153,20
P003-2024-02-0003,P003,2024-02-13,2025-07,413.82,20.89,24.87,7.64,0.02772,18
P003-2024-02-0003,P003,2024-02-13,2025-08,398.83,18.42,15.78,12.35,0.0294,19
P003-2024-02-0003,P003,2024-02-13,2025-09,386.39,17.29,7.08,2.23,0.02929,20
P003-2024-02-0008,P003,2024-02-09,2025-07,4890.38,478.01,147.47,121.4,0.03199,18
P003-2024-02-0008,P003,2024-02-09,2025-08,4646.31,484.52,299.71,59.26,0.0304,19
P003-2024-02-0008,P003,2024-02-09,2025-09,4581.13,240.46,239.02,63.74,0.03391,20
P003-2024-02-0009,P003,2024-02-12,2025-07,6139.55,643.68,294.99,127.37,0.02871,18
P003-2024-02-0009,P003,2024-02-12,2025-08,5740.53,363.78,96.86,132.09,0.03332,19
P003-2024-02-0011,P003,2024-02-18,2025-07,1619.0,70.85,47.48,0.0,0.02833,18
P003-2024-02-0011,P003,2024-02-18,2025-08,1562.04,155.13,122.76,24.58,0.03486,19
P003-2024-02-0011,P003,2024-02-18,2025-09,1485.39,119.2,62.9,20.35,0.03388,20
P003-2024-02-0012,P003,2024-02-26,2025-07,2301.76,51.68,53.38,0.0,0.03521,18
P003-2024-02-0012,P003,2024-02-26,2025-08,2143.04,174.32,27.35,11.75,0.02449,19
P003-2024-02-0012,P003,2024-02-26,2025-09,2128.3,143.56,128.82,0.0,0.03479,20
P003-2024-02-0013,P003,2024-02-25,2025-07,2016.15,141.42,124.96,9.48,0.02749,18
P003-2024-02-0013,P003,2024-02-25,2025-08,1957.54,46.46,42.68,54.83,0.03651,19
P003-2024-02-0013,P003,2024-02-25,2025-09,1834.8,167.11,80.52,36.16,0.02913,20
P003-2024-02-0015,P003,2024-02-17,2025-07,2516.56,50.78,62.87,71.77,0.03122,18
P003-2024-02-0015,P003,2024-02-17,2025-08,2502.11,94.33,97.11,17.23,0.02909,19
P003-2024-02-0024,P003,2024-02-21,2025-07,2577.94,192.43,69.91,36.35,0.03115,18
P003-2024-02-0024,P003,2024-02-21,2025-08,2422.54,167.24,42.7,30.86,0.02852,19
P003-2024-02-0024,P003,2024-02-21,2025-09,2325.47,93.23,25.38,29.22,0.03571,20
P003-2024-02-0025,P003,2024-02-26,2025-07,2631.9,195.34,97.07,0.0,0.03623,18
P003-2024-02-0025,P003,2024-02-26,2025-08,2698.09,0.0,90.95,24.76,0.02795,19
P003-2024-02-0025,P003,2024-02-26,2025-09,2507.99,223.69,86.37,52.78,0.0328,20
P003-2024-02-0026,P003,2024-02-16,2025-07,1118.24,112.72,17.15,41.82,0.02892,18
P003-2024-02-0026,P003,2024-02-16,2025-08,1156.48,46.34,91.16,6.59,0.02635,19
P003-2024-02-0026,P003,2024-02-16,2025-09,1095.77,35.6,0.0,25.1,0.03048,20
P003-2024-02-0027,P003,2024-02-02,2025-07,3834.47,94.21,156.83,0.0,0.0301,18
P003-2024-02-0027,P003,2024-02-02,2025-08,3730.18,177.92,115.54,41.92,0.03072,19
P003-2024-02-0027,P003,2024-02-02,2025-09,3692.5,213.76,204.86,28.78,0.03211,20
P003-2024-02-0031,P003,2024-02-22,2025-07,2342.32,97.23,81.64,30.33,0.02615,18
P003-2024-02-0031,P003,2024-02-22,2025-08,2214.6,195.01,104.93,37.64,0.03152,19
P003-2024-02-0031,P003,2024-02-22,2025-09,2036.14,265.08,136.52,49.91,0.02734,20
P003-2024-02-0033,P003,2024-02-17,2025-07,3055.84,110.53,105.92,46.86,0.02849,18
P003-2024-02-0033,P003,2024-02-17,2025-08,2885.2,179.18,20.07,11.53,0.03494,19
P003-2024-02-0033,P003,2024-02-17,2025-09,2762.74,204.82,125.96,43.6,0.0276,20
P003-2024-02-0035,P003,2024-02-08,2025-07,1806.91,80.79,80.91,0.0,0.02517,18
P003-2024-02-0035,P003,2024-02-08,2025-08,1671.02,163.36,58.66,31.2,0.03363,19
P003-2024-02-0035,P003,2024-02-08,2025-09,1663.3,66.6,59.01,0.13,0.0335,20
P003-2024-02-0039,P003,2024-02-02,2025-07,1640.53,133.14,2.32,18.79,0.03197,18
P003-2024-02-0040,P003,2024-02-11,2025-07,6726.92,472.46,343.76,97.15,0.0301,18
P003-2024-02-0040,P003,2024-02-11,2025-08,6428.98,355.39,126.87,69.43,0.034,19
P003-2024-02-0040,P003,2024-02-11,2025-09,6024.8,586.6,246.39,63.97,0.0272,20
P003-2024-02-0041,P003,2024-02-08,2025-07,7872.69,102.65,148.94,94.0,0.02805,18
P003-2024-02-0041,P003,2024-02-08,2025-08,7889.89,465.78,535.77,52.78,0.02933,19
P003-2024-02-0041,P003,2024-02-08,2025-09,7855.33,39.35,100.45,95.66,0.03225,20
P003-2024-03-0001,P003,2024-03-05,2025-07,2099.68,202.45,91.55,54.65,0.02872,17
P003-2024-03-0001,P003,2024-03-05,2025-08,2039.59,167.92,131.57,23.74,0.03048,18
P003-2024-03-0001,P003,2024-03-05,2025-09,2032.41,127.76,133.24,12.66,0.03071,19
P003-2024-03-0003,P003,2024-03-16,2025-07,3761.32,531.38,43.98,116.72,0.02783,17
P003-2024-03-0003,P003,2024-03-16,2025-08,3606.38,207.92,105.57,52.59,0.03015,18
P003-2024-03-0003,P003,2024-03-16,2025-09,3496.03,217.79,107.44,0.0,0.03295,19
P003-2024-03-0004,P003,2024-03-23,2025-07,705.8,51.16,22.78,3.9,0.0332,17
P003-2024-03-0004,P003,2024-03-23,2025-08,690.55,50.08,40.35,5.52,0.02881,18
P003-2024-03-0004,P003,2024-03-23,2025-09,711.23,19.7,44.8,4.42,0.02903,19
P003-2024-03-0007,P003,2024-03-03,2025-07,3296.33,164.72,27.88,146.97,0.02647,17
P003-2024-03-0007,P003,2024-03-03,2025-08,3257.49,166.97,210.07,81.94,0.03252,18
P003-2024-03-0007,P003,2024-03-03,2025-09,3101.47,220.14,143.12,79.0,0.03327,19
P003-2024-03-0008,P003,2024-03-22,2025-07,3276.69,165.23,79.18,61.77,0.02682,17
P003-2024-03-0009,P003,2024-03-19,2025-07,7424.84,784.27,0.0,18.79,0.03124,17
P003-2024-03-0009,P003,2024-03-19,2025-08,6964.24,573.24,112.64,0.0,0.02935,18
P003-2024-03-0009,P003,2024-03-19,2025-09,6837.12,244.71,253.4,135.81,0.02639,19
P003-2024-03-0012,P003,2024-03-22,2025-07,3160.8,201.83,99.38,48.64,0.03077,17
P003-2024-03-0012,P003,2024-03-22,2025-08,3075.53,221.01,155.3,19.55,0.03182,18
P003-2024-03-0012,P003,2024-03-22,2025-09,3039.87,138.82,121.13,17.97,0.03435,19
P003-2024-03-0013,P003,2024-03-13,2025-07,1522.64,126.43,34.22,35.02,0.02919,17
P003-2024-03-0013,P003,2024-03-13,2025-08,1433.55,109.8,54.61,33.9,0.03052,18
P003-2024-03-0013,P003,2024-03-13,2025-09,1353.71,95.34,29.29,13.78,0.02969,19
P003-2024-03-0015,P003,2024-03-22,2025-07,5604.84,516.05,251.48,16.26,0.02423,17
P003-2024-03-0015,P003,2024-03-22,2025-08,5295.54,314.14,187.7,182.86,0.02853,18
P003-2024-03-0015,P003,2024-03-22,2025-09,4980.23,355.16,120.47,80.62,0.0295,19
P003-2024-03-0018,P003,2024-03-06,2025-07,1055.11,45.3,22.54,3.16,0.03119,17
P003-2024-03-0018,P003,2024-03-06,2025-08,1009.33,81.46,47.39,11.71,0.03399,18
P003-2024-03-0018,P003,2024-03-06,2025-09,942.42,57.56,0.0,9.35,0.02517,19
P003-2024-03-0021,P003,2024-03-07,2025-07,17845.38,1783.36,1440.12,174.57,0.02882,17
P003-2024-03-0021,P003,2024-03-07,2025-08,17472.81,861.03,901.33,412.87,0.02722,18
P003-2024-03-0021,P003,2024-03-07,2025-09,16350.35,730.25,102.55,494.75,0.03037,19
P003-2024-03-0025,P003,2024-03-06,2025-07,4247.42,554.09,196.66,90.29,0.03204,17
P003-2024-03-0025,P003,2024-03-06,2025-08,4040.02,412.94,236.97,31.44,0.02933,18
P003-2024-03-0025,P003,2024-03-06,2025-09,3883.17,220.12,143.37,80.1,0.02611,19
P003-2024-03-0027,P003,2024-03-25,2025-07,4267.02,248.93,209.61,0.0,0.02895,17
P003-2024-03-0030,P003,2024-03-24,2025-07,4110.65,142.04,198.59,101.64,0.03338,17
P003-2024-03-0030,P003,2024-03-24,2025-08,4011.67,247.88,154.92,6.02,0.02726,18
P003-2024-03-0030,P003,2024-03-24,2025-09,3735.42,314.17,93.93,56.01,0.02891,19
P003-2024-04-0001,P003,2024-04-26,2025-07,7797.17,31.76,312.5,75.97,0.03114,16
P003-2024-04-0001,P003,2024-04-26,2025-08,7404.17,581.69,188.7,0.0,0.02759,17
P003-2024-04-0001,P003,2024-04-26,2025-09,7247.27,447.01,398.13,108.02,0.02946,18
P003-2024-04-0002,P003,2024-04-13,2025-07,3223.48,244.17,138.18,39.58,0.03241,16
P003-2024-04-0002,P003,2024-04-13,2025-08,3087.37,305.85,169.74,0.0,0.03184,17
P003-2024-04-0002,P003,2024-04-13,2025-09,3175.36,6.15,94.14,0.0,0.02934,18
P003-2024-04-0003,P003,2024-04-08,2025-07,488.83,34.0,6.54,9.1,0.03134,16
P003-2024-04-0003,P003,2024-04-08,2025-08,485.73,31.84,31.33,2.59,0.03061,17
P003-2024-04-0003,P003,2024-04-08,2025-09,453.02,40.46,15.49,7.74,0.0267,18
P003-2024-04-0005,P003,2024-04-14,2025-07,2414.93,56.07,140.27,0.0,0.03249,16
P003-2024-04-0005,P003,2024-04-14,2025-08,2288.22,150.41,50.49,26.79,0.02808,17
P003-2024-04-0005,P003,2024-04-14,2025-09,2296.18,30.78,46.75,8.01,0.02823,18
P003-2024-04-0009,P003,2024-04-18,2025-07,2898.5,199.54,80.31,20.63,0.0294,16
P003-2024-04-0009,P003,2024-04-18,2025-08,2889.66,121.28,127.57,15.14,0.02907,17
P003-2024-04-0009,P003,2024-04-18,2025-09,2694.7,200.22,63.6,58.35,0.03047,18
P003-2024-04-0010,P003,2024-04-09,2025-07,7022.13,713.0,375.11,124.2,0.03206,16
P003-2024-04-0010,P003,2024-04-09,2025-08,7290.16,77.61,420.68,75.04,0.02885,17
P003-2024-04-0010,P003,2024-04-09,2025-09,7225.84,265.78,428.77,227.31,0.02629,18
P003-2024-04-0011,P003,2024-04-19,2025-07,7176.89,614.14,159.71,0.0,0.02857,16
P003-2024-04-0011,P003,2024-04-19,2025-08,6545.49,752.5,121.09,0.0,0.03336,17
P003-2024-04-0011,P003,2024-04-19,2025-09,5824.55,667.25,90.41,144.11,0.02685,18
P003-2024-04-0013,P003,2024-04-20,2025-07,2861.4,418.07,205.76,32.81,0.0325,16
P003-2024-04-0013,P003,2024-04-20,2025-08,2595.49,238.23,55.26,82.94,0.02556,17
P003-2024-04-0013,P003,2024-04-20,2025-09,2602.89,11.71,42.08,22.98,0.02806,18
P003-2024-04-0014,P003,2024-04-17,2025-07,7212.83,283.36,207.86,0.0,0.03333,16
P003-2024-04-0014,P003,2024-04-17,2025-08,7195.77,333.39,366.47,50.14,0.0311,17
P003-2024-04-0016,P003,2024-04-25,2025-07,4109.39,0.0,180.54,0.0,0.02676,16
P003-2024-04-0016,P003,2024-04-25,2025-08,4374.04,120.86,385.51,0.0,0.02514,17
P003-2024-04-0016,P003,2024-04-25,2025-09,4187.03,310.75,155.69,31.95,0.02989,18
P003-2024-04-0017,P003,2024-04-19,2025-07,6180.24,173.61,131.83,8.27,0.0311,16
P003-2024-04-0017,P003,2024-04-19,2025-08,5697.55,465.9,135.85,152.65,0.02634,17
P003-2024-04-0017,P003,2024-04-19,2025-09,5623.42,244.0,306.8,136.93,0.02674,18
P003-2024-04-0018,P003,2024-04-10,2025-07,4540.19,402.44,324.57,56.62,0.02559,16
P003-2024-04-0018,P003,2024-04-10,2025-08,4599.68,187.33,246.81,0.0,0.0296,17
P003-2024-04-0020,P003,2024-04-05,2025-07,1631.78,260.14,93.93,8.5,0.03198,16
P003-2024-04-0020,P003,2024-04-05,2025-08,1627.85,17.08,13.15,0.0,0.03067,17
P003-2024-04-0020,P003,2024-04-05,2025-09,1574.32,108.14,63.98,9.37,0.02535,18
P003-2024-04-0022,P003,2024-04-05,2025-07,1281.89,139.94,51.1,0.0,0.03046,16
P003-2024-04-0022,P003,2024-04-05,2025-08,1291.09,49.12,61.34,3.03,0.0279,17
P003-2024-04-0022,P003,2024-04-05,2025-09,1237.74,108.28,60.88,5.94,0.03257,18
P003-2024-04-0023,P003,2024-04-14,2025-07,2803.62,71.57,108.87,2.36,0.02807,16
P003-2024-04-0023,P003,2024-04-14,2025-08,2790.83,129.34,164.2,47.64,0.03138,17
P003-2024-04-0023,P003,2024-04-14,2025-09,2998.56,51.14,289.21,30.34,0.02788,18
P003-2024-04-0024,P003,2024-04-18,2025-07,3071.56,316.97,0.0,0.0,0.03405,16
P003-2024-04-0028,P003,2024-04-23,2025-07,2582.3,109.51,122.16,49.41,0.02886,16
P003-2024-04-0028,P003,2024-04-23,2025-08,2666.26,65.32,167.23,17.95,0.02756,17
P003-2024-04-0028,P003,2024-04-23,2025-09,2557.41,108.85,0.0,0.0,0.0339,18
P003-2024-04-0029,P003,2024-04-09,2025-07,1263.66,138.16,40.98,18.84,0.02816,16
P003-2024-04-0029,P003,2024-04-09,2025-08,1193.49,96.12,44.15,18.2,0.02488,17
P003-2024-04-0029,P003,2024-04-09,2025-09,1125.46,120.92,59.86,6.97,0.02978,18
P003-2024-04-0030,P003,2024-04-03,2025-07,2100.82,170.4,133.15,36.74,0.03539,16
P003-2024-04-0030,P003,2024-04-03,2025-08,1926.57,196.71,47.84,25.39,0.03507,17
P003-2024-04-0030,P003,2024-04-03,2025-09,1875.8,88.03,58.03,20.77,0.03011,18
P003-2024-04-0033,P003,2024-04-01,2025-07,2553.69,185.13,39.23,24.08,0.0263,16
P003-2024-04-0033,P003,2024-04-01,2025-08,2492.03,199.1,137.44,0.0,0.03501,17
P003-2024-04-0033,P003,2024-04-01,2025-09,2550.92,50.65,154.45,44.91,0.02967,18
P003-2024-04-0039,P003,2024-04-04,2025-07,1258.78,59.9,14.98,6.07,0.02909,16
P003-2024-04-0039,P003,2024-04-04,2025-08,1283.09,61.91,108.93,22.71,0.03014,17
P003-2024-04-0039,P003,2024-04-04,2025-09,1158.24,174.4,51.5,1.95,0.03188,18
P003-2024-04-0041,P003,2024-04-25,2025-07,2928.59,293.17,93.68,0.0,0.03156,16
P003-2024-04-0041,P003,2024-04-25,2025-08,2849.93,146.9,118.12,49.87,0.02749,17
P003-2024-04-0041,P003,2024-04-25,2025-09,2819.5,92.94,108.5,45.98,0.03344,18
P003-2024-04-0044,P003,2024-04-20,2025-07,3292.39,114.89,70.7,73.86,0.02977,16
P003-2024-04-0044,P003,2024-04-20,2025-08,2984.68,220.7,0.0,87.01,0.03138,17
P003-2024-04-0044,P003,2024-04-20,2025-09,2655.36,293.35,0.0,35.97,0.03395,18
P003-2024-05-0001,P003,2024-05-24,2025-07,2041.11,193.46,94.76,21.48,0.02871,15
P003-2024-05-0001,P003,2024-05-24,2025-08,1799.03,201.97,9.56,49.67,0.03119,16
P003-2024-05-0001,P003,2024-05-24,2025-09,1663.6,203.05,84.68,17.06,0.02747,17
P003-2024-05-0004,P003,2024-05-20,2025-07,4337.89,171.12,54.15,21.77,0.02829,15
P003-2024-05-0004,P003,2024-05-20,2025-08,4413.44,113.73,221.78,32.49,0.03051,16
P003-2024-05-0004,P003,2024-05-20,2025-09,4386.65,279.84,325.76,72.71,0.02618,17
P003-2024-05-0008,P003,2024-05-17,2025-07,2445.86,115.47,82.92,49.14,0.03124,15
P003-2024-05-0008,P003,2024-05-17,2025-08,2496.1,80.12,130.36,0.0,0.02855,16
P003-2024-05-0008,P003,2024-05-17,2025-09,2571.31,107.27,182.48,0.0,0.02642,17
P003-2024-05-0010,P003,2024-05-19,2025-07,1480.02,98.16,59.47,0.0,0.02856,15
P003-2024-05-0010,P003,2024-05-19,2025-08,1445.75,107.63,89.46,16.1,0.03604,16
P003-2024-05-0010,P003,2024-05-19,2025-09,1371.8,100.34,51.93,25.54,0.03163,17
P003-2024-05-0013,P003,2024-05-03,2025-07,5653.72,315.99,385.8,69.71,0.02901,15
P003-2024-05-0017,P003,2024-05-23,2025-07,2091.72,41.48,166.06,39.49,0.02938,15
P003-2024-05-0017,P003,2024-05-23,2025-08,1904.47,234.87,59.94,12.32,0.02548,16
P003-2024-05-0017,P003,2024-05-23,2025-09,1930.55,127.0,172.16,19.07,0.02938,17
P003-2024-05-0018,P003,2024-05-13,2025-07,4654.64,204.41,77.17,68.97,0.03204,15
P003-2024-05-0018,P003,2024-05-13,2025-08,4747.85,41.24,177.65,43.2,0.02416,16
P003-2024-05-0018,P003,2024-05-13,2025-09,4569.17,377.17,284.25,85.75,0.02815,17
P003-2024-05-0020,P003,2024-05-16,2025-07,1247.63,51.11,82.62,0.0,0.03052,15
P003-2024-05-0020,P003,2024-05-16,2025-08,1206.84,101.79,80.58,19.58,0.02837,16
P003-2024-05-0020,P003,2024-05-16,2025-09,1215.56,63.87,72.6,0.0,0.02816,17
P003-2024-05-0025,P003,2024-05-19,2025-07,4212.92,185.76,181.02,56.52,0.03329,15
P003-2024-05-0025,P003,2024-05-19,2025-08,4139.14,285.26,282.22,70.73,0.03153,16
P003-2024-05-0025,P003,2024-05-19,2025-09,4172.55,271.71,305.12,0.0,0.03359,17
P003-2024-05-0028,P003,2024-05-27,2025-07,1928.98,34.07,0.0,19.01,0.03156,15
P003-2024-05-0028,P003,2024-05-27,2025-08,1830.86,136.76,56.16,17.53,0.0261,16
P003-2024-05-0028,P003,2024-05-27,2025-09,1751.43,105.47,34.84,8.81,0.03344,17
P003-2024-05-0033,P003,2024-05-11,2025-07,3507.1,144.36,109.02,4.27,0.029,15
P003-2024-05-0033,P003,2024-05-11,2025-08,3408.93,197.19,163.25,64.22,0.02796,16
P003-2024-05-0033,P003,2024-05-11,2025-09,3172.88,261.9,100.21,74.36,0.03464,17
P003-2024-05-0034,P003,2024-05-27,2025-07,10556.92,1022.82,500.87,300.6,0.02791,15
P003-2024-05-0034,P003,2024-05-27,2025-08,10426.36,228.29,206.07,108.34,0.02743,16
P003-2024-05-0034,P003,2024-05-27,2025-09,10238.17,277.36,294.64,205.47,0.03178,17
P003-2024-05-0036,P003,2024-05-22,2025-07,3839.25,124.82,128.84,28.22,0.03162,15
P003-2024-05-0036,P003,2024-05-22,2025-08,3681.76,140.09,53.72,71.13,0.03115,16
P003-2024-05-0036,P003,2024-05-22,2025-09,3621.46,191.49,141.98,10.79,0.03189,17
P003-2024-05-0037,P003,2024-05-10,2025-07,1624.57,73.5,32.56,16.92,0.03287,15
P003-2024-05-0037,P003,2024-05-10,2025-08,1656.25,41.87,105.7,32.15,0.02718,16
P003-2024-05-0037,P003,2024-05-10,2025-09,1576.76,75.66,0.0,3.83,0.02849,17
P003-2024-05-0040,P003,2024-05-16,2025-07,4502.88,192.3,145.4,114.65,0.03208,15
P003-2024-05-0040,P003,2024-05-16,2025-08,4447.7,207.08,280.26,128.35,0.02903,16
P003-2024-05-0040,P003,2024-05-16,2025-09,4422.85,291.95,329.64,62.54,0.0319,17
P003-2024-05-0041,P003,2024-05-21,2025-07,1094.5,1.97,18.6,2.31,0.03538,15
P003-2024-05-0041,P003,2024-05-21,2025-08,1054.39,60.96,26.72,5.87,0.02726,16
P003-2024-05-0041,P003,2024-05-21,2025-09,949.94,93.44,29.66,40.67,0.03004,17
P003-2024-05-0043,P003,2024-05-21,2025-07,1402.6,58.38,91.52,26.47,0.03784,15
P003-2024-05-0044,P003,2024-05-23,2025-07,2185.66,89.42,21.62,4.34,0.02816,15
P003-2024-05-0044,P003,2024-05-23,2025-08,2128.75,85.05,64.5,36.36,0.02992,16
P003-2024-05-0044,P003,2024-05-23,2025-09,2119.85,91.58,82.68,0.0,0.03225,17
P003-2024-06-0000,P003,2024-06-12,2025-07,1202.49,88.74,18.25,12.25,0.023,14
P003-2024-06-0000,P003,2024-06-12,2025-08,1173.03,65.02,37.72,2.16,0.02726,15
P003-2024-06-0000,P003,2024-06-12,2025-09,1133.69,61.24,22.25,0.35,0.03468,16
P003-2024-06-0001,P003,2024-06-04,2025-07,3796.35,435.5,224.2,4.07,0.02748,14
P003-2024-06-0001,P003,2024-06-04,2025-08,3488.05,308.3,0.0,0.0,0.0285,15
P003-2024-06-0002,P003,2024-06-12,2025-07,2602.78,105.22,140.73,90.81,0.03072,14
P003-2024-06-0002,P003,2024-06-12,2025-08,2535.54,106.68,68.61,29.16,0.03171,15
P003-2024-06-0002,P003,2024-06-12,2025-09,2555.13,30.89,67.78,17.3,0.02897,16
P003-2024-06-0003,P003,2024-06-01,2025-07,2661.43,175.13,87.52,6.97,0.0291,14
P003-2024-06-0003,P003,2024-06-01,2025-08,2355.16,266.38,0.0,39.89,0.031,15
P003-2024-06-0003,P003,2024-06-01,2025-09,2372.08,96.65,126.95,13.38,0.02751,16
P003-2024-06-0004,P003,2024-06-23,2025-07,1447.39,20.05,100.94,13.24,0.03231,14
P003-2024-06-0004,P003,2024-06-23,2025-08,1357.46,78.83,17.98,29.08,0.03088,15
P003-2024-06-0004,P003,2024-06-23,2025-09,1410.75,24.21,79.91,2.4,0.03204,16
P003-2024-06-0006,P003,2024-06-02,2025-07,12315.23,1152.56,735.49,332.96,0.03428,14
P003-2024-06-0006,P003,2024-06-02,2025-08,12861.48,63.13,637.24,27.85,0.02699,15
P003-2024-06-0006,P003,2024-06-02,2025-09,11967.2,1403.31,629.32,120.29,0.02814,16
P003-2024-06-0007,P003,2024-06-19,2025-07,5332.65,408.37,62.02,31.63,0.03094,14
P003-2024-06-0007,P003,2024-06-19,2025-08,5111.08,311.02,123.64,34.19,0.03666,15
P003-2024-06-0007,P003,2024-06-19,2025-09,5027.35,166.9,219.44,136.28,0.02654,16
P003-2024-06-0008,P003,2024-06-18,2025-07,6142.13,1105.29,146.44,97.35,0.03366,14
P003-2024-06-0008,P003,2024-06-18,2025-08,5827.45,655.78,350.48,9.37,0.03091,15
P003-2024-06-0008,P003,2024-06-18,2025-09,5361.51,394.11,41.32,113.14,0.02766,16
P003-2024-06-0010,P003,2024-06-05,2025-07,3896.26,188.79,107.22,46.22,0.0264,14
P003-2024-06-0010,P003,2024-06-05,2025-08,3940.2,51.22,113.89,18.72,0.02859,15
P003-2024-06-0010,P003,2024-06-05,2025-09,3776.6,193.62,41.68,11.67,0.02652,16
P003-2024-06-0011,P003,2024-06-20,2025-07,9696.69,740.92,768.06,11.83,0.03114,14
P003-2024-06-0011,P003,2024-06-20,2025-08,9815.27,367.55,520.39,34.26,0.03618,15
P003-2024-06-0011,P003,2024-06-20,2025-09,9718.27,521.25,606.03,181.79,0.02879,16
P003-2024-06-0014,P003,2024-06-15,2025-07,7258.86,462.13,427.82,0.0,0.02843,14
P003-2024-06-0014,P003,2024-06-15,2025-08,6978.67,347.44,172.11,104.86,0.03272,15
P003-2024-06-0014,P003,2024-06-15,2025-09,7050.79,68.3,227.95,87.53,0.03191,16
P003-2024-06-0016,P003,2024-06-26,2025-07,5156.59,326.14,353.17,27.51,0.02546,14
P003-2024-06-0016,P003,2024-06-26,2025-08,5201.27,281.67,326.34,0.0,0.03121,15
P003-2024-06-0016,P003,2024-06-26,2025-09,4868.12,594.16,261.01,0.0,0.03214,16
P003-2024-06-0017,P003,2024-06-26,2025-07,2711.25,245.41,126.49,55.72,0.03421,14
P003-2024-06-0017,P003,2024-06-26,2025-08,2820.35,85.04,222.68,28.54,0.03656,15
P003-2024-06-0017,P003,2024-06-26,2025-09,2524.04,373.79,92.58,15.11,0.02814,16
P003-2024-06-0021,P003,2024-06-04,2025-07,3381.29,243.33,142.67,0.0,0.03059,14
P003-2024-06-0021,P003,2024-06-04,2025-08,3224.3,201.51,44.51,0.0,0.02732,15
P003-2024-06-0021,P003,2024-06-04,2025-09,3182.26,217.59,175.55,0.0,0.02524,16
P003-2024-06-0022,P003,2024-06-17,2025-07,1846.27,120.42,74.83,22.59,0.02836,14
P003-2024-06-0022,P003,2024-06-17,2025-08,1793.35,93.07,66.05,25.91,0.0283,15
P003-2024-06-0022,P003,2024-06-17,2025-09,1688.42,150.88,89.82,43.86,0.03187,16
P003-2024-06-0023,P003,2024-06-05,2025-07,4672.68,158.77,155.99,4.35,0.03438,14
P003-2024-06-0023,P003,2024-06-05,2025-08,4489.61,334.9,214.82,62.99,0.02632,15
P003-2024-06-0023,P003,2024-06-05,2025-09,4288.26,352.96,179.8,28.19,0.02624,16
P003-2024-06-0024,P003,2024-06-14,2025-07,538.28,56.6,11.69,8.24,0.02705,14
P003-2024-06-0024,P003,2024-06-14,2025-08,520.75,42.18,26.57,1.93,0.0273,15
P003-2024-06-0024,P003,2024-06-14,2025-09,496.09,42.49,18.73,0.91,0.0344,16
P003-2024-06-0025,P003,2024-06-23,2025-07,5153.94,116.49,200.61,0.51,0.02786,14
P003-2024-06-0025,P003,2024-06-23,2025-08,4947.98,328.61,145.72,23.07,0.0291,15
P003-2024-06-0025,P003,2024-06-23,2025-09,4831.44,156.77,151.55,111.32,0.03087,16
P003-2024-06-0026,P003,2024-06-20,2025-07,7626.82,825.13,319.46,117.62,0.02768,14
P003-2024-06-0026,P003,2024-06-20,2025-08,7084.31,804.64,308.86,46.74,0.03551,15
P003-2024-06-0026,P003,2024-06-20,2025-09,6282.73,928.58,144.81,17.81,0.03445,16
P003-2024-06-0029,P003,2024-06-27,2025-07,2916.95,258.78,0.0,72.95,0.02759,14
P003-2024-06-0029,P003,2024-06-27,2025-08,2796.05,156.46,89.3,53.74,0.02944,15
P003-2024-06-0029,P003,2024-06-27,2025-09,2858.22,54.16,169.45,53.12,0.02986,16
